id,name,department,experience_level,education_level,age,gender,city,monthly_salary,employeed_id,date_of_join,designation,basic_salary,hra,special_allowance,conveyance,pf,income_tax,other_deductions,total_earnings,total_deductions,net_pay,pan,uan,bank_account
7918,Ritu Kulkarni,HR,Senior,Master,49,male,chennai,90911,sco-07918,20-02-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8917F,1.002E+11,XXXXXX8917
7919,Afreen Deshmukh,operation,Lead,PhD,33,male,hyderbad,214986,sco-07919,25-07-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8918F,1.002E+11,XXXXXX8918
7920,Rakesh Kaur,it,Mid,PhD,30,female,banglore,51574,sco-07920,09-01-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8919F,1.002E+11,XXXXXX8919
7921,Tara Yadav,it,Fresher,Diploma,41,female,pune,25740,sco-07921,29-01-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8920F,1.002E+11,XXXXXX8920
7922,Vandana Shetty,HR,Senior,Master,38,female,pune,91118,sco-07922,23-10-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8921F,1.002E+11,XXXXXX8921
7923,Tejas Banerjee,finance,Mid,Diploma,22,female,pune,57751,sco-07923,06-12-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8922F,1.002E+11,XXXXXX8922
7924,Bharat Jadhav,finance,Lead,PhD,32,male,mumbai,214462,sco-07924,06-06-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8923F,1.002E+11,XXXXXX8923
7925,Ashok Kaur,finance,Lead,Diploma,24,male,banglore,145028,sco-07925,06-05-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8924F,1.002E+11,XXXXXX8924
7926,Lakshay Bansal,operation,Senior,Master,29,male,hyderbad,114197,sco-07926,12-12-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8925F,1.002E+11,XXXXXX8925
7927,Jagruti Singh,finance,Fresher,Master,30,female,banglore,26974,sco-07927,10-01-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8926F,1.002E+11,XXXXXX8926
7928,Govind Chatterjee,operation,Mid,Bachelor,57,female,pune,65113,sco-07928,12-09-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8927F,1.002E+11,XXXXXX8927
7929,Mathew Arora,it,Lead,PhD,39,male,pune,167181,sco-07929,19-08-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8928F,1.002E+11,XXXXXX8928
7930,Nisha Bansal,marketing,Junior,Master,40,male,banglore,31176,sco-07930,18-07-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8929F,1.002E+11,XXXXXX8929
7931,Kamala Verma,finance,Junior,Bachelor,32,male,pune,30534,sco-07931,21-05-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8930F,1.002E+11,XXXXXX8930
7932,Rahul Kulkarni,operation,Fresher,Master,49,female,mumbai,19395,sco-07932,29-06-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8931F,1.002E+11,XXXXXX8931
7933,Hemant Mukherjee,HR,Mid,Master,53,male,pune,48491,sco-07933,13-06-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8932F,1.002E+11,XXXXXX8932
7934,Balaji Gupta,finance,Senior,Bachelor,39,male,banglore,94084,sco-07934,06-05-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8933F,1.002E+11,XXXXXX8933
7935,Sowmya Chatterjee,it,Senior,Master,46,male,mumbai,128133,sco-07935,31-03-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8934F,1.002E+11,XXXXXX8934
7936,Kareena Yadav,it,Fresher,PhD,38,male,chennai,25204,sco-07936,15-02-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8935F,1.002E+11,XXXXXX8935
7937,Anaya Patel,finance,Fresher,Master,37,male,banglore,22707,sco-07937,04-10-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8936F,1.002E+11,XXXXXX8936
7938,Ishan Naik,it,Senior,Bachelor,44,male,banglore,91043,sco-07938,05-04-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8937F,1.002E+11,XXXXXX8937
7939,Parth Verma,it,Lead,PhD,30,male,banglore,150509,sco-07939,21-08-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8938F,1.002E+11,XXXXXX8938
7940,Imran Nair,it,Junior,Master,54,female,pune,32881,sco-07940,09-09-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8939F,1.002E+11,XXXXXX8939
7941,Aarav Shetty,HR,Lead,Diploma,31,male,banglore,175678,sco-07941,11-10-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8940F,1.002E+11,XXXXXX8940
7942,Murugan Khanna,operation,Mid,Master,43,male,banglore,69243,sco-07942,13-07-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8941F,1.002E+11,XXXXXX8941
7943,Lakshman Chatterjee,operation,Lead,Diploma,41,female,chennai,165262,sco-07943,23-06-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8942F,1.002E+11,XXXXXX8942
7944,Ayush Mukherjee,finance,Lead,Bachelor,50,female,chennai,143861,sco-07944,21-05-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8943F,1.002E+11,XXXXXX8943
7945,Aditi Sharma,marketing,Senior,Master,52,male,chennai,116102,sco-07945,09-03-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8944F,1.002E+11,XXXXXX8944
7946,Indira Kaur,operation,Fresher,Diploma,43,female,banglore,26744,sco-07946,01-07-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8945F,1.002E+11,XXXXXX8945
7947,Shivakumar Verma,marketing,Mid,PhD,46,female,banglore,59305,sco-07947,14-04-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8946F,1.002E+11,XXXXXX8946
7948,Samar Gupta,it,Fresher,Bachelor,52,male,mumbai,24331,sco-07948,14-12-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8947F,1.002E+11,XXXXXX8947
7949,Abhishek Mehta,HR,Junior,Master,60,female,chennai,39135,sco-07949,13-05-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8948F,1.002E+11,XXXXXX8948
7950,Suresh Banerjee,marketing,Lead,PhD,51,male,pune,207414,sco-07950,17-05-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8949F,1.002E+11,XXXXXX8949
7951,Sneha Malik,marketing,Junior,PhD,61,female,chennai,42594,sco-07951,22-02-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8950F,1.002E+11,XXXXXX8950
7952,Sonali Verma,it,Mid,PhD,46,female,pune,47933,sco-07952,19-07-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8951F,1.002E+11,XXXXXX8951
7953,Namrata Gill,marketing,Junior,Master,36,female,mumbai,41684,sco-07953,24-02-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8952F,1.002E+11,XXXXXX8952
7954,Shreya Banerjee,HR,Mid,Diploma,36,male,hyderbad,62321,sco-07954,14-09-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8953F,1.002E+11,XXXXXX8953
7955,Harshit Kapoor,it,Junior,Bachelor,41,female,mumbai,31941,sco-07955,15-07-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8954F,1.002E+11,XXXXXX8954
7956,Shahid Arora,HR,Senior,Bachelor,45,male,pune,98089,sco-07956,01-01-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8955F,1.002E+11,XXXXXX8955
7957,Sara Malik,it,Mid,Bachelor,53,male,mumbai,70746,sco-07957,05-02-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8956F,1.002E+11,XXXXXX8956
7958,Shlok Tiwari,HR,Senior,Bachelor,37,male,hyderbad,76815,sco-07958,08-05-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8957F,1.002E+11,XXXXXX8957
7959,Omkar Malik,operation,Mid,Bachelor,43,female,hyderbad,73894,sco-07959,07-10-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8958F,1.002E+11,XXXXXX8958
7960,Amit Khanna,it,Mid,Master,43,female,pune,73427,sco-07960,19-09-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8959F,1.002E+11,XXXXXX8959
7961,Anvi Malhotra,operation,Lead,PhD,53,male,hyderbad,162536,sco-07961,18-02-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8960F,1.002E+11,XXXXXX8960
7962,Vikram Kulkarni,marketing,Lead,Master,43,male,banglore,144491,sco-07962,25-07-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8961F,1.002E+11,XXXXXX8961
7963,Ajay Agarwal,HR,Senior,Master,64,male,mumbai,106205,sco-07963,30-01-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8962F,1.002E+11,XXXXXX8962
7964,Nisha Arora,HR,Lead,Master,44,female,banglore,199282,sco-07964,06-03-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8963F,1.002E+11,XXXXXX8963
7965,Lalit Gill,marketing,Lead,Bachelor,31,male,hyderbad,202084,sco-07965,25-12-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8964F,1.002E+11,XXXXXX8964
7966,Anjali Sharma,it,Lead,Bachelor,44,male,banglore,204783,sco-07966,13-10-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8965F,1.002E+11,XXXXXX8965
7967,Sameer Nair,finance,Senior,Bachelor,60,male,pune,77295,sco-07967,01-12-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8966F,1.002E+11,XXXXXX8966
7968,Kirti Malhotra,it,Lead,Bachelor,62,male,chennai,195011,sco-07968,15-08-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8967F,1.002E+11,XXXXXX8967
7969,Ritvik Yadav,operation,Junior,Bachelor,62,male,banglore,33904,sco-07969,23-08-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8968F,1.002E+11,XXXXXX8968
7970,Mahesh Joshi,it,Fresher,PhD,27,male,chennai,18120,sco-07970,05-04-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8969F,1.002E+11,XXXXXX8969
7971,Darshan Arora,marketing,Fresher,Master,64,female,pune,25180,sco-07971,09-06-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8970F,1.002E+11,XXXXXX8970
7972,Sachin Rao,HR,Mid,Bachelor,58,male,chennai,65427,sco-07972,08-08-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8971F,1.002E+11,XXXXXX8971
7973,Uday Banerjee,finance,Junior,Bachelor,31,male,banglore,32659,sco-07973,18-02-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8972F,1.002E+11,XXXXXX8972
7974,Farhan Iyer,it,Mid,Master,56,female,mumbai,57425,sco-07974,19-04-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8973F,1.002E+11,XXXXXX8973
7975,Nikhil Nair,operation,Lead,Diploma,55,male,pune,215373,sco-07975,26-02-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8974F,1.002E+11,XXXXXX8974
7976,Abhishek Reddy,finance,Junior,PhD,62,male,pune,37541,sco-07976,14-10-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8975F,1.002E+11,XXXXXX8975
7977,Saurabh Arora,finance,Lead,Bachelor,26,male,hyderbad,186526,sco-07977,07-11-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8976F,1.002E+11,XXXXXX8976
7978,Ramesh Shetty,operation,Fresher,Master,27,male,banglore,27554,sco-07978,22-01-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8977F,1.002E+11,XXXXXX8977
7979,Saraswati Mehta,marketing,Senior,Diploma,63,female,chennai,86218,sco-07979,04-02-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8978F,1.002E+11,XXXXXX8978
7980,Alok Mehta,operation,Fresher,Bachelor,48,male,hyderbad,20884,sco-07980,14-12-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8979F,1.002E+11,XXXXXX8979
7981,Anvi Rao,it,Lead,PhD,50,female,pune,169437,sco-07981,21-03-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8980F,1.002E+11,XXXXXX8980
7982,Daniel Jadhav,HR,Fresher,Bachelor,46,male,hyderbad,22028,sco-07982,03-12-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8981F,1.002E+11,XXXXXX8981
7983,Padma Patel,operation,Senior,Diploma,30,male,banglore,94317,sco-07983,27-06-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8982F,1.002E+11,XXXXXX8982
7984,Vihaan Kulkarni,operation,Mid,Master,31,female,hyderbad,55944,sco-07984,31-10-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8983F,1.002E+11,XXXXXX8983
7985,Pranav Chatterjee,HR,Mid,Bachelor,56,female,chennai,72133,sco-07985,14-03-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8984F,1.002E+11,XXXXXX8984
7986,Padmini Joshi,it,Senior,Bachelor,45,male,pune,117768,sco-07986,25-06-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8985F,1.002E+11,XXXXXX8985
7987,Shankar Hegde,operation,Lead,Master,25,male,chennai,207874,sco-07987,14-01-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8986F,1.002E+11,XXXXXX8986
7988,Sheetal Sharma,it,Fresher,Bachelor,54,female,banglore,21553,sco-07988,16-06-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8987F,1.002E+11,XXXXXX8987
7989,Chitra Pandey,operation,Lead,Diploma,32,male,banglore,159778,sco-07989,24-04-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8988F,1.002E+11,XXXXXX8988
7990,Meena Nair,it,Fresher,Master,31,male,hyderbad,20252,sco-07990,26-07-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8989F,1.002E+11,XXXXXX8989
7991,Sheetal Kapoor,operation,Fresher,PhD,40,female,mumbai,19406,sco-07991,13-09-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8990F,1.002E+11,XXXXXX8990
7992,Yuvan Deshmukh,finance,Mid,Bachelor,39,female,chennai,51240,sco-07992,27-06-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8991F,1.002E+11,XXXXXX8991
7993,Srilatha Chatterjee,marketing,Fresher,Bachelor,23,male,pune,24687,sco-07993,06-11-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8992F,1.002E+11,XXXXXX8992
7994,Afreen Arora,it,Fresher,Bachelor,34,female,chennai,20497,sco-07994,29-07-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8993F,1.002E+11,XXXXXX8993
7995,Balaji Hegde,it,Fresher,Master,29,female,mumbai,26669,sco-07995,16-06-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8994F,1.002E+11,XXXXXX8994
7996,Nazia Deshmukh,finance,Mid,Diploma,64,male,mumbai,59416,sco-07996,19-04-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8995F,1.002E+11,XXXXXX8995
7997,Ritvik Mishra,finance,Mid,PhD,46,female,mumbai,55700,sco-07997,09-06-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8996F,1.002E+11,XXXXXX8996
7998,Bhaskar Malik,finance,Senior,Master,35,female,chennai,78301,sco-07998,08-06-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8997F,1.002E+11,XXXXXX8997
7999,Isha Bansal,finance,Senior,Bachelor,41,female,pune,106832,sco-07999,30-11-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8998F,1.002E+11,XXXXXX8998
8000,Peter Mehta,operation,Senior,Master,45,male,banglore,89766,sco-08000,04-11-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE8999F,1.002E+11,XXXXXX8999
8001,Bharat Mishra,HR,Lead,PhD,27,male,chennai,140196,sco-08001,05-01-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9000F,1.002E+11,XXXXXX9000
8002,Nitin Iyer,HR,Senior,Diploma,41,male,chennai,104262,sco-08002,29-09-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9001F,1.002E+11,XXXXXX9001
8003,Samar Hegde,marketing,Lead,PhD,30,female,hyderbad,135727,sco-08003,29-07-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9002F,1.002E+11,XXXXXX9002
8004,Imran Khanna,operation,Junior,PhD,62,female,pune,35522,sco-08004,16-06-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9003F,1.002E+11,XXXXXX9003
8005,Kunal Nair,operation,Mid,Bachelor,64,male,banglore,55673,sco-08005,10-08-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9004F,1.002E+11,XXXXXX9004
8006,Manoj Banerjee,marketing,Junior,Diploma,62,female,mumbai,42866,sco-08006,18-12-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9005F,1.002E+11,XXXXXX9005
8007,Ritvik Rao,HR,Fresher,Diploma,51,female,mumbai,20265,sco-08007,08-04-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9006F,1.002E+11,XXXXXX9006
8008,Pranav Singh,it,Fresher,Bachelor,59,male,chennai,19516,sco-08008,09-03-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9007F,1.002E+11,XXXXXX9007
8009,Ananth Pandey,operation,Fresher,PhD,42,male,pune,18759,sco-08009,16-08-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9008F,1.002E+11,XXXXXX9008
8010,Komal Malik,HR,Lead,PhD,26,male,hyderbad,140676,sco-08010,10-06-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9009F,1.002E+11,XXXXXX9009
8011,Shankar Ghosh,operation,Junior,Master,53,male,mumbai,35569,sco-08011,12-06-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9010F,1.002E+11,XXXXXX9010
8012,Mythili Deshmukh,HR,Lead,PhD,42,male,banglore,151547,sco-08012,13-01-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9011F,1.002E+11,XXXXXX9011
8013,Pranita Kulkarni,marketing,Fresher,Diploma,55,male,chennai,22813,sco-08013,08-09-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9012F,1.002E+11,XXXXXX9012
8014,Paresh Kapoor,operation,Lead,Master,37,male,mumbai,139695,sco-08014,02-08-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9013F,1.002E+11,XXXXXX9013
8015,Pankaj Pawar,marketing,Junior,Bachelor,38,female,hyderbad,39356,sco-08015,16-09-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9014F,1.002E+11,XXXXXX9014
8016,Kareena Kulkarni,operation,Fresher,Master,44,female,pune,27378,sco-08016,29-08-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9015F,1.002E+11,XXXXXX9015
8017,Ishan Ghosh,finance,Junior,Diploma,48,male,mumbai,33480,sco-08017,13-08-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9016F,1.002E+11,XXXXXX9016
8018,Krishna Malhotra,operation,Mid,Master,63,male,mumbai,67493,sco-08018,26-12-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9017F,1.002E+11,XXXXXX9017
8019,Ishita Agarwal,HR,Mid,Diploma,42,male,mumbai,60413,sco-08019,09-08-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9018F,1.002E+11,XXXXXX9018
8020,Bharti Iyer,HR,Mid,Diploma,51,male,chennai,59247,sco-08020,12-10-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9019F,1.002E+11,XXXXXX9019
8021,Imran Khanna,HR,Senior,Bachelor,24,male,banglore,128125,sco-08021,10-03-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9020F,1.002E+11,XXXXXX9020
8022,Megha Sharma,HR,Senior,Diploma,46,female,banglore,86572,sco-08022,24-06-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9021F,1.002E+11,XXXXXX9021
8023,Kalyani Malik,marketing,Lead,Diploma,43,male,banglore,183602,sco-08023,15-11-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9022F,1.002E+11,XXXXXX9022
8024,Pradeep Khanna,it,Fresher,PhD,34,male,chennai,21567,sco-08024,12-02-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9023F,1.002E+11,XXXXXX9023
8025,Madhuri Mukherjee,finance,Junior,Master,38,male,pune,37890,sco-08025,09-11-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9024F,1.002E+11,XXXXXX9024
8026,Ira Arora,finance,Lead,Master,41,male,banglore,163191,sco-08026,14-06-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9025F,1.002E+11,XXXXXX9025
8027,Sana Khanna,marketing,Senior,Bachelor,33,male,pune,79959,sco-08027,06-05-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9026F,1.002E+11,XXXXXX9026
8028,Sonali Gupta,finance,Senior,Master,26,female,chennai,87814,sco-08028,08-09-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9027F,1.002E+11,XXXXXX9027
8029,Hitesh Tiwari,marketing,Senior,PhD,42,female,chennai,81868,sco-08029,24-05-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9028F,1.002E+11,XXXXXX9028
8030,Navya Mehta,it,Fresher,Bachelor,48,female,pune,18382,sco-08030,29-05-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9029F,1.002E+11,XXXXXX9029
8031,Deepak Iyer,HR,Senior,Master,60,male,pune,85327,sco-08031,07-06-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9030F,1.002E+11,XXXXXX9030
8032,Diya Iyer,finance,Junior,PhD,24,female,hyderbad,31102,sco-08032,04-02-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9031F,1.002E+11,XXXXXX9031
8033,Kareena Singh,HR,Mid,Master,32,male,chennai,68406,sco-08033,05-09-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9032F,1.002E+11,XXXXXX9032
8034,Aishwarya Mishra,HR,Junior,Bachelor,41,male,banglore,44022,sco-08034,24-08-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9033F,1.002E+11,XXXXXX9033
8035,Samar Reddy,operation,Mid,Bachelor,42,female,pune,60707,sco-08035,13-01-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9034F,1.002E+11,XXXXXX9034
8036,Prajna Ghosh,it,Junior,Master,32,female,hyderbad,36880,sco-08036,06-02-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9035F,1.002E+11,XXXXXX9035
8037,Pooja Iyer,operation,Junior,Bachelor,35,female,chennai,44780,sco-08037,21-11-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9036F,1.002E+11,XXXXXX9036
8038,Vihaan Kaur,marketing,Fresher,Diploma,43,female,chennai,20743,sco-08038,03-02-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9037F,1.002E+11,XXXXXX9037
8039,Kiara Gill,it,Fresher,Bachelor,44,female,pune,27736,sco-08039,21-01-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9038F,1.002E+11,XXXXXX9038
8040,Vikram Deshmukh,operation,Mid,Bachelor,49,male,chennai,61590,sco-08040,26-03-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9039F,1.002E+11,XXXXXX9039
8041,Ankita Khanna,marketing,Lead,Bachelor,46,female,mumbai,130753,sco-08041,10-07-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9040F,1.002E+11,XXXXXX9040
8042,Indira Ghosh,operation,Mid,Diploma,38,female,pune,70352,sco-08042,22-09-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9041F,1.002E+11,XXXXXX9041
8043,Thomas Naik,HR,Lead,Master,23,male,mumbai,197051,sco-08043,26-07-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9042F,1.002E+11,XXXXXX9042
8044,Rupal Arora,marketing,Mid,Bachelor,49,female,chennai,45860,sco-08044,26-08-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9043F,1.002E+11,XXXXXX9043
